movie_node_id,user_node_id,rating
2472,9150,1.0
2337,9150,3.0
2664,9150,3.5
2525,9150,4.0
2173,9150,4.0
2148,9150,2.0
2230,9150,4.5
2199,9150,3.0
5603,9150,4.5
5504,9150,4.0
5557,9150,3.0
547,9150,4.0
282,9150,5.0
171,9150,2.0
154,9150,2.0
1032,9150,4.5
1023,9150,4.5
980,9150,5.0
743,9150,4.0
118,9150,4.0
193,9151,2.0
202,9151,3.0
139,9151,4.0
147,9151,4.0
117,9151,5.0
119,9151,4.0
53,9151,4.0
113,9151,3.0
43,9151,3.0
45,9151,4.0
19,9151,3.0
31,9151,3.0
0,9151,3.0
466,9151,3.0
446,9151,4.0
363,9151,4.0
360,9151,3.0
350,9151,3.0
347,9151,3.0
341,9151,3.0
340,9151,3.0
339,9151,3.0
329,9151,3.0
317,9151,3.0
313,9151,3.0
303,9151,5.0
301,9151,2.0
263,9151,3.0
251,9151,5.0
502,9151,3.0
497,9151,4.0
513,9151,4.0
504,9151,4.0
541,9151,3.0
540,9151,4.0
543,9151,3.0
542,9151,4.0
546,9151,3.0
1159,9151,5.0
1151,9151,3.0
1162,9151,1.0
1133,9151,4.0
1132,9151,2.0
1135,9151,3.0
1134,9151,3.0
1116,9151,3.0
1079,9151,3.0
1131,9151,3.0
1130,9151,3.0
1061,9151,4.0
1064,9151,3.0
1070,9151,3.0
1074,9151,4.0
1043,9151,3.0
1048,9151,4.0
1051,9151,3.0
1060,9151,4.0
1000,9151,5.0
1005,9151,4.0
1013,9151,4.0
1015,9151,5.0
974,9151,5.0
985,9151,5.0
995,9151,4.0
998,9151,5.0
973,9151,3.0
972,9151,5.0
935,9151,5.0
931,9151,4.0
925,9151,3.0
921,9151,3.0
907,9151,3.0
890,9151,4.0
889,9151,4.0
885,9151,3.0
859,9151,3.0
764,9151,4.0
669,9151,2.0
663,9151,3.0
641,9151,5.0
637,9151,1.0
629,9151,2.0
636,9151,1.0
618,9151,3.0
626,9151,5.0
556,9151,3.0
594,9151,4.0
545,9151,4.0
6376,9152,3.5
6387,9152,3.0
6399,9152,3.0
6197,9152,3.5
6307,9152,3.5
6315,9152,3.5
6339,9152,2.0
6121,9152,3.5
6151,9152,4.5
6158,9152,4.5
6177,9152,4.5
5467,9152,2.5
5557,9152,4.5
5602,9152,4.0
5603,9152,3.0
5171,9152,4.0
5146,9152,4.0
5045,9152,4.0
5039,9152,3.5
4877,9152,3.0
4874,9152,5.0
4871,9152,4.0
4630,9152,3.0
4629,9152,4.0
4436,9152,3.5
4414,9152,4.0
4278,9152,3.0
4270,9152,4.0
4258,9152,4.0
4170,9152,4.0
4158,9152,4.5
3941,9152,5.0
4122,9152,3.5
3890,9152,3.5
3892,9152,3.5
3866,9152,4.5
3875,9152,4.0
3824,9152,3.5
3831,9152,3.5
3406,9152,4.0
3531,9152,2.5
3252,9152,4.5
3386,9152,5.0
3232,9152,4.5
3239,9152,3.5
3175,9152,4.0
3218,9152,4.0
425,9152,4.5
340,9152,4.0
489,9152,2.0
485,9152,3.5
273,9152,2.0
251,9152,3.5
303,9152,5.0
285,9152,4.0
680,9152,3.5
569,9152,4.0
972,9152,3.5
714,9152,5.0
506,9152,5.0
491,9152,5.0
544,9152,4.5
541,9152,4.0
1000,9152,4.0
1031,9152,4.0
1032,9152,4.0
61,9152,5.0
59,9152,2.5
117,9152,4.0
65,9152,5.0
44,9152,5.0
2292,9152,3.0
2267,9152,3.5
2359,9152,5.0
2307,9152,4.5
2550,9152,4.5
2393,9152,4.0
3146,9152,3.5
2879,9152,5.0
2023,9152,5.0
1952,9152,3.5
2192,9152,3.5
2081,9152,5.0
2237,9152,2.5
2231,9152,4.5
2260,9152,3.5
2254,9152,4.5
1609,9152,4.0
1679,9152,3.0
1716,9152,3.0
1763,9152,4.5
1840,9152,4.5
1858,9152,4.0
1862,9152,5.0
1883,9152,3.5
1307,9152,3.5
1313,9152,5.0
1350,9152,4.0
1371,9152,4.0
1398,9152,3.0
1409,9152,5.0
1468,9152,3.5
1542,9152,5.0
1121,9152,0.5
1074,9152,3.5
1064,9152,4.0
1043,9152,4.0
1258,9152,3.0
1228,9152,4.0
1150,9152,3.0
1144,9152,4.0
994,9152,4.0
985,9152,4.0
974,9152,4.0
973,9152,4.0
1038,9152,3.0
2306,9153,4.0
2231,9153,4.0
2122,9153,3.0
2081,9153,5.0
1925,9153,4.0
1920,9153,4.0
1840,9153,4.0
1834,9153,2.0
2054,9153,2.0
2022,9153,4.0
2011,9153,3.0
1955,9153,2.0
1717,9153,4.0
1796,9153,4.0
1609,9153,4.0
1704,9153,4.0
1820,9153,4.0
1832,9153,4.0
1813,9153,3.0
1817,9153,3.0
1276,9153,4.0
1353,9153,4.0
1165,9153,3.0
1250,9153,2.0
1378,9153,3.0
1412,9153,5.0
1355,9153,5.0
1371,9153,4.0
955,9153,3.0
876,9153,5.0
1121,9153,4.0
1120,9153,4.0
544,9153,4.0
497,9153,5.0
634,9153,2.0
554,9153,5.0
463,9153,4.0
303,9153,4.0
491,9153,5.0
480,9153,4.0
38,9153,3.0
27,9153,4.0
61,9153,3.0
47,9153,5.0
0,9153,4.0
1687,9154,3.0
1505,9154,5.0
1935,9154,4.0
1874,9154,5.0
2054,9154,4.0
1939,9154,2.0
2282,9154,5.0
2081,9154,5.0
1200,9154,3.0
1174,9154,4.0
1301,9154,5.0
1227,9154,3.0
1371,9154,4.0
1362,9154,3.0
1477,9154,2.0
1377,9154,5.0
973,9154,4.0
974,9154,4.0
976,9154,4.0
985,9154,4.0
995,9154,3.0
1013,9154,4.0
1064,9154,4.0
1121,9154,5.0
329,9154,4.0
543,9154,3.0
635,9154,4.0
859,9154,3.0
899,9154,3.0
910,9154,2.0
923,9154,4.0
972,9154,4.0
328,9154,3.0
303,9154,4.0
148,9154,4.0
65,9154,5.0
2424,9154,2.0
2367,9154,5.0
2352,9154,2.0
2337,9154,4.0
2328,9154,3.0
2292,9154,4.0
2291,9154,3.0
2283,9154,3.0
2444,9154,4.0
2433,9154,3.0
7670,9155,4.0
7661,9155,3.0
7863,9155,4.0
7678,9155,3.5
7544,9155,4.5
7342,9155,3.5
7638,9155,4.5
7594,9155,4.0
8202,9155,4.0
8167,9155,4.0
8474,9155,5.0
8425,9155,5.0
7973,9155,4.5
7971,9155,4.5
8132,9155,4.0
7976,9155,4.0
1622,9155,3.5
2098,9155,4.5
1162,9155,5.0
1500,9155,3.0
850,9155,4.5
977,9155,5.0
668,9155,3.5
763,9155,5.0
6654,9155,4.0
6920,9155,4.5
5849,9155,5.0
6558,9155,5.0
4278,9155,3.0
4737,9155,5.0
2231,9155,3.0
2749,9155,3.0
661,9155,4.5
285,9155,5.0
167,9155,3.0
131,9155,4.0
82,9155,1.0
65,9155,5.0
3093,9156,1.0
3091,9156,2.0
3108,9156,5.0
3107,9156,3.0
3110,9156,5.0
3109,9156,3.0
3114,9156,2.0
3112,9156,2.0
3119,9156,5.0
3116,9156,3.0
3124,9156,2.0
990,9156,5.0
973,9156,1.0
887,9156,3.0
855,9156,2.0
1067,9156,1.0
1009,9156,5.0
1004,9156,2.0
995,9156,5.0
554,9156,2.0
501,9156,3.0
493,9156,1.0
244,9156,3.0
851,9156,1.0
637,9156,3.0
636,9156,4.0
595,9156,1.0
2572,9156,3.0
2575,9156,2.0
2662,9156,4.0
2680,9156,1.0
2154,9156,2.0
2393,9156,4.0
2549,9156,2.0
2551,9156,1.0
1804,9156,2.0
1885,9156,2.0
1986,9156,4.0
2045,9156,1.0
1133,9156,1.0
1144,9156,4.0
1322,9156,2.0
1386,9156,3.0
3079,9156,2.0
3077,9156,5.0
3081,9156,4.0
3080,9156,2.0
3056,9156,1.0
3055,9156,4.0
3064,9156,3.0
3058,9156,3.0
3050,9156,1.0
3041,9156,2.0
3053,9156,3.0
3052,9156,5.0
2792,9156,4.0
2738,9156,4.0
3037,9156,2.0
3035,9156,3.0
4518,9156,4.0
3123,9156,3.0
268,9157,4.0
285,9157,3.5
303,9157,4.5
3717,9157,3.5
3820,9157,4.5
3440,9157,4.5
3446,9157,2.5
4436,9157,4.0
4629,9157,4.5
3824,9157,3.5
3890,9157,4.5
6765,9157,3.5
6935,9157,4.5
5146,9157,4.0
5192,9157,4.5
7575,9157,4.0
7689,9157,4.5
7132,9157,4.5
7288,9157,4.0
2081,9157,3.0
1885,9157,4.0
1542,9157,4.0
1500,9157,3.0
2267,9157,3.0
2231,9157,3.0
2230,9157,4.0
2082,9157,3.5
2550,9157,4.0
2525,9157,3.0
2359,9157,3.0
2353,9157,3.0
3438,9157,4.0
2913,9157,3.0
2728,9157,3.5
2630,9157,3.5
8038,9157,3.0
7862,9157,4.5
61,9157,2.5
117,9157,4.0
0,9157,5.0
1038,9157,2.5
1032,9157,4.0
850,9157,3.0
759,9157,3.5
754,9157,4.0
542,9157,4.0
539,9157,3.0
494,9157,4.0
491,9157,4.0
489,9157,3.5
446,9157,3.0
345,9157,4.5
340,9157,5.0
2525,9158,4.0
2557,9158,2.0
2200,9158,3.0
2310,9158,2.0
2192,9158,3.0
2196,9158,2.0
2122,9158,3.0
2166,9158,2.0
1885,9158,2.0
1923,9158,3.0
1378,9158,3.0
1618,9158,3.0
545,9158,1.0
972,9158,4.0
3211,9158,4.0
3209,9158,3.0
3019,9158,4.0
2912,9158,3.0
2700,9158,3.0
2571,9158,5.0
7823,9159,4.0
7821,9159,5.0
7819,9159,1.5
7810,9159,1.0
7805,9159,1.5
7795,9159,4.0
7789,9159,4.0
7771,9159,1.0
7844,9159,0.5
7842,9159,1.0
7841,9159,0.5
7838,9159,1.5
7837,9159,4.0
7832,9159,0.5
7831,9159,3.5
7828,9159,2.5
7864,9159,1.0
7865,9159,3.5
7862,9159,3.0
7863,9159,2.5
7854,9159,2.5
7857,9159,2.0
7847,9159,1.0
7848,9159,4.5
7908,9159,5.0
7910,9159,3.0
7901,9159,3.0
7907,9159,1.5
7882,9159,0.5
7892,9159,1.5
7871,9159,1.5
7876,9159,4.5
7939,9159,4.0
7935,9159,0.5
7942,9159,2.5
7941,9159,3.5
7924,9159,3.5
7917,9159,1.0
7933,9159,4.5
7925,9159,2.5
7972,9159,1.0
7971,9159,0.5
7974,9159,2.0
7973,9159,3.0
7947,9159,1.5
7943,9159,3.0
7950,9159,0.5
7949,9159,1.0
7988,9159,3.0
7989,9159,3.0
8010,9159,1.5
8016,9159,2.5
7975,9159,1.0
7981,9159,2.5
7982,9159,4.5
7983,9159,4.0
8051,9159,2.5
8053,9159,3.5
8058,9159,1.0
8059,9159,1.0
8037,9159,1.0
8038,9159,1.0
8043,9159,3.0
8048,9159,2.0
7346,9159,1.5
7342,9159,3.5
7326,9159,2.5
7321,9159,2.5
7368,9159,1.0
7358,9159,2.0
7357,9159,3.0
7347,9159,2.5
7401,9159,1.0
7396,9159,1.5
7384,9159,2.5
7381,9159,2.0
7478,9159,0.5
7447,9159,3.5
7433,9159,1.0
7431,9159,4.0
7500,9159,0.5
7520,9159,2.0
7488,9159,4.0
7499,9159,1.5
7529,9159,3.0
7531,9159,2.5
7522,9159,4.0
7527,9159,3.0
7545,9159,1.0
7566,9159,3.0
7539,9159,2.5
7544,9159,4.0
7578,9159,4.5
7592,9159,2.5
7574,9159,3.0
7575,9159,2.0
7599,9159,2.5
7594,9159,5.0
7606,9159,1.5
7602,9159,2.5
7618,9159,0.5
7610,9159,1.0
7628,9159,1.0
7619,9159,1.5
7637,9159,2.0
7630,9159,3.0
7659,9159,2.5
7638,9159,4.0
7670,9159,3.0
7661,9159,4.0
7672,9159,3.5
7671,9159,3.0
7680,9159,1.0
7683,9159,3.0
7689,9159,2.0
7690,9159,3.0
7691,9159,1.0
7694,9159,3.0
7711,9159,3.0
7719,9159,0.5
7727,9159,1.0
7728,9159,3.5
7732,9159,1.0
7740,9159,0.5
7742,9159,4.0
7749,9159,3.0
7756,9159,2.5
7757,9159,2.5
7003,9159,1.0
7010,9159,3.5
7000,9159,1.0
7001,9159,1.0
6998,9159,3.0
6999,9159,4.5
6992,9159,1.5
6997,9159,0.5
6978,9159,1.0
6985,9159,3.5
6966,9159,2.5
6974,9159,3.5
6956,9159,4.0
6963,9159,4.5
6935,9159,4.5
6948,9159,1.5
7141,9159,1.5
7139,9159,1.0
7133,9159,2.0
7111,9159,3.0
7096,9159,2.0
7095,9159,3.5
7094,9159,0.5
7081,9159,4.5
7079,9159,3.5
7074,9159,3.5
7057,9159,2.0
7051,9159,1.0
7041,9159,2.0
7036,9159,1.0
7028,9159,3.5
7023,9159,4.0
7223,9159,4.0
7228,9159,3.0
7229,9159,4.0
7232,9159,3.5
7203,9159,1.5
7204,9159,1.5
7215,9159,3.5
7217,9159,1.5
7183,9159,1.0
7193,9159,1.5
7195,9159,3.0
7202,9159,0.5
7169,9159,4.5
7173,9159,0.5
7178,9159,3.0
7179,9159,1.5
7305,9159,5.0
7276,9159,3.0
7308,9159,4.5
7306,9159,3.5
7270,9159,0.5
7269,9159,1.0
7275,9159,4.0
7272,9159,4.5
7255,9159,2.0
7245,9159,3.0
7268,9159,2.0
7261,9159,1.0
7235,9159,1.0
7234,9159,2.0
7244,9159,4.0
7237,9159,4.5
6496,9159,2.0
6497,9159,3.5
6485,9159,1.0
6487,9159,2.0
6538,9159,2.5
6540,9159,0.5
6499,9159,3.5
6524,9159,1.5
6460,9159,1.5
6462,9159,1.5
6455,9159,0.5
6458,9159,4.0
6472,9159,3.0
6480,9159,0.5
6463,9159,2.0
6465,9159,0.5
6653,9159,4.5
6647,9159,3.5
6646,9159,3.5
6595,9159,2.5
6687,9159,1.5
6673,9159,2.0
6671,9159,5.0
6662,9159,1.5
6558,9159,3.0
6555,9159,1.5
6554,9159,4.0
6542,9159,1.0
6592,9159,2.5
6590,9159,4.0
6575,9159,4.0
6574,9159,4.0
6752,9159,4.0
6754,9159,2.0
6762,9159,1.0
6765,9159,2.5
6769,9159,4.5
6772,9159,3.5
6785,9159,4.5
6806,9159,1.0
6691,9159,1.5
6701,9159,2.0
6710,9159,1.5
6719,9159,3.5
6733,9159,3.5
6738,9159,1.5
6746,9159,2.5
6749,9159,3.0
6874,9159,3.0
6868,9159,4.0
6892,9159,1.5
6875,9159,1.0
6902,9159,1.5
6901,9159,4.0
6920,9159,1.5
6909,9159,1.0
6815,9159,3.5
6812,9159,1.0
6835,9159,2.0
6822,9159,2.5
6840,9159,2.5
6839,9159,2.0
6867,9159,2.0
6859,9159,1.0
9119,9159,1.0
9120,9159,2.5
9123,9159,1.0
9124,9159,2.0
9115,9159,2.0
9116,9159,1.0
9117,9159,4.0
9118,9159,0.5
9125,9159,4.0
9131,9159,0.5
9089,9159,1.5
9088,9159,2.0
9098,9159,1.0
9090,9159,3.0
9072,9159,3.5
9071,9159,3.0
9087,9159,0.5
9073,9159,4.0
9108,9159,3.5
9107,9159,1.5
9113,9159,1.0
9110,9159,3.5
9102,9159,3.5
9101,9159,0.5
9105,9159,2.0
9104,9159,1.5
8806,9159,3.0
8807,9159,3.0
8808,9159,0.5
8809,9159,1.0
8810,9159,3.0
8811,9159,2.5
8829,9159,1.0
8844,9159,2.5
8864,9159,1.5
8871,9159,2.0
8872,9159,0.5
8875,9159,2.0
8878,9159,2.0
8884,9159,3.0
8891,9159,0.5
8898,9159,3.0
8740,9159,0.5
8739,9159,0.5
8751,9159,1.0
8744,9159,4.5
8758,9159,3.5
8757,9159,4.0
8783,9159,2.0
8771,9159,1.5
8788,9159,1.5
8784,9159,1.5
8797,9159,3.0
8792,9159,3.0
8802,9159,1.0
8798,9159,4.5
8805,9159,3.0
8803,9159,3.5
8983,9159,3.5
8984,9159,2.0
8978,9159,2.5
8982,9159,3.0
8992,9159,4.0
8994,9159,2.5
8986,9159,2.5
8988,9159,4.0
9030,9159,3.0
9036,9159,2.5
9012,9159,0.5
9029,9159,3.5
9054,9159,3.5
9066,9159,3.5
9048,9159,1.0
9049,9159,3.0
8926,9159,4.5
8922,9159,3.5
8908,9159,3.0
8904,9159,3.0
8939,9159,1.0
8934,9159,0.5
8931,9159,1.0
8927,9159,4.0
8955,9159,1.5
8950,9159,3.0
8945,9159,3.0
8944,9159,3.0
8968,9159,1.0
8967,9159,3.0
8964,9159,3.5
8963,9159,3.0
8572,9159,0.5
8570,9159,4.0
8586,9159,1.0
8580,9159,0.5
8559,9159,1.5
8556,9159,3.5
8564,9159,3.0
8560,9159,2.5
8538,9159,1.0
8537,9159,1.5
8554,9159,1.0
8546,9159,0.5
8520,9159,0.5
8519,9159,2.0
8533,9159,1.0
8529,9159,0.5
8490,9159,4.5
8498,9159,0.5
8500,9159,4.0
8511,9159,4.5
8466,9159,3.5
8475,9159,2.0
8483,9159,3.5
8488,9159,1.5
8427,9159,4.0
8444,9159,3.5
8459,9159,2.0
8461,9159,1.0
8404,9159,1.0
8407,9159,3.0
8422,9159,3.0
8425,9159,3.5
8738,9159,0.5
8731,9159,1.0
8725,9159,3.5
8721,9159,1.5
8720,9159,5.0
8718,9159,3.5
8711,9159,4.0
8698,9159,4.0
8690,9159,1.0
8679,9159,1.0
8671,9159,0.5
8670,9159,2.0
8669,9159,0.5
8661,9159,1.5
8657,9159,4.5
8653,9159,1.0
8643,9159,4.5
8646,9159,4.0
8634,9159,3.5
8642,9159,1.5
8627,9159,2.5
8629,9159,2.0
8617,9159,4.5
8626,9159,3.5
8610,9159,4.5
8616,9159,4.5
8603,9159,4.0
8605,9159,4.0
8601,9159,1.0
8602,9159,3.5
8589,9159,2.0
8597,9159,2.5
8200,9159,3.0
8198,9159,2.5
8208,9159,0.5
8202,9159,2.5
8231,9159,0.5
8211,9159,0.5
8240,9159,1.0
8237,9159,3.0
8143,9159,3.5
8135,9159,2.0
8155,9159,2.5
8151,9159,1.5
8177,9159,2.5
8159,9159,2.5
8195,9159,3.5
8180,9159,3.5
8091,9159,1.0
8093,9159,0.5
8098,9159,1.5
8103,9159,0.5
8109,9159,3.5
8111,9159,1.0
8124,9159,1.5
8132,9159,3.0
8066,9159,1.0
8070,9159,4.0
8071,9159,2.5
8072,9159,1.5
8074,9159,1.5
8075,9159,1.5
8081,9159,1.0
8085,9159,1.0
8365,9159,0.5
8363,9159,5.0
8356,9159,2.5
8352,9159,1.0
8402,9159,3.5
8389,9159,1.5
8372,9159,1.0
8366,9159,1.0
8328,9159,1.5
8323,9159,1.0
8321,9159,3.5
8312,9159,3.0
8351,9159,0.5
8349,9159,2.5
8338,9159,3.0
8329,9159,2.0
8297,9159,4.0
8298,9159,1.5
8289,9159,1.0
8294,9159,3.0
8304,9159,3.0
8307,9159,0.5
8299,9159,3.0
8300,9159,1.0
8249,9159,1.0
8258,9159,2.5
8245,9159,3.5
8246,9159,1.5
8279,9159,0.5
